"Tendon rupture - Achilles tendon, partial","Musculoskeletal system finding, Connective tissue finding, Limb finding"
Tendon rupture - biceps tendon,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Tendon rupture - gastrocnemius tendon,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Tendon rupture - hip,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Tendon rupture - triceps tendon,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
"Tendon rupture, complete","Musculoskeletal system finding, Connective tissue finding"
"Tendon rupture, partial","Musculoskeletal system finding, Connective tissue finding"
Tenosynovitis,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding"
Tenosynovitis - bicipital,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Tetanus,"Infectious disorder finding, Musculoskeletal system finding"
Tick paralysis,"Nervous system finding, Musculoskeletal system finding, Infectious disorder finding"
Exercise-induced collapse in Labrador Retrievers,"Musculoskeletal system finding, Hereditary disorder finding"
Cardiomyopathy - End stage HCM,"Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Cardiomyopathy - Hypertrophic Obstructive Cardiomyopathy (HOCM),"Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Cardiomyopathy - Focal HCM,"Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Metaphyseal osteopathy (Hypertrophic osteodystrophy),"Musculoskeletal system finding, Development disorder finding, Limb finding"
Cardiomyopathy - Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC),"Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Myocardial failure,"Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Osteogenesis imperfecta,"Musculoskeletal system finding, Connective tissue finding, Hereditary disorder finding"
Muscle strain,"Musculoskeletal system finding, Traumatic episode finding"
Muscle injury,"Musculoskeletal system finding, Traumatic episode finding"
Fracture of os penis,"Musculoskeletal system finding, Urogenital system finding, Reproductive system finding"
Mass lesion - rib,"Musculoskeletal system finding, Mass lesion/swelling finding, Thoracic finding"
Neoplasm - rib,"Musculoskeletal system finding, Mass lesion/swelling finding, Thoracic finding"
Cardiomyopathy - Feline endomyocardial restrictive cardiomyopathy,"Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Meniscal (stifle) injury,"Musculoskeletal system finding, Limb finding"
Myalgia (muscle pain),"Musculoskeletal system finding, Nervous system finding"
Osteomyelitis - scapula,"Haematopoietic system finding, Inflammatory disorder finding, Musculoskeletal system finding, Limb finding"
Pleuroperitoneal hernia,"Musculoskeletal system finding, Congenital finding, Thoracic finding, Abdominal finding"
Myopathy (muscle disorder) (unspecified),Musculoskeletal system finding
Junctionopathy (unspecified),"Nervous system finding, Musculoskeletal system finding"
Neuromuscular disorder (unspecified),"Nervous system finding, Musculoskeletal system finding"
Mass lesion - calvarium (bone unspecified),"Musculoskeletal system finding, Mass lesion/swelling finding, Head and neck finding"
Neoplasm - calvarium (bone unspecified),"Musculoskeletal system finding, Mass lesion/swelling finding, Head and neck finding"
Temporomandibular joint (TMJ) dysplasia,"Musculoskeletal system finding, Head and neck finding, Developmental disorder finding"
Ischaemic dermatopathy syndrome - dermatomyositis,"Haircoat/skin (+ appendages) finding, Immune system finding, Inflammatory disorder finding, Musculoskeletal system finding"
Chondrosarcoma (site unspecified),"Mass lesion/swelling finding, Musculoskeletal system finding, Connective tissue finding"
Leiomyoma (site unspecified),"Musculoskeletal system finding, Mass lesion/swelling finding"
Leiomyosarcoma (site unspecified),"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
Mass lesion - jaw (site unspecified),"Musculoskeletal system finding, Mass lesion/swelling finding, Head and neck finding"
Neoplasm - jaw (site unspecified),"Musculoskeletal system finding, Mass lesion/swelling finding, Head and neck finding"
Osteochondroma (site unspecified),"Musculoskeletal system finding, Mass lesion/swelling finding"
Osteosarcoma (site unspecified),"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
Osteosarcoma - appendicular (type unspecified),"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Limb finding"
"Osteosarcoma - appendicular, parosteal","Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Limb finding"
"Osteosarcoma - appendicular, periosteal","Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Limb finding"
Osteosarcoma - axial (site unspecified),"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
"Osteosarcoma - axial, rib","Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Thoracic finding"
"Osteosarcoma - axial, mandible","Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Head and neck finding"
"Osteosarcoma - axial, maxilla","Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Head and neck finding"
Osteosarcoma - extraskeletal (site unspecified),"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
"Osteosarcoma - extraskeletal, cutaneous (skin)/subcutaneous","Musculoskeletal system finding, Haircoat/skin (+ appendages) finding, Connective tissue finding, Mass lesion/swelling finding"
"Osteosarcoma - extraskeletal, gastrointestinal","Alimentary tract/Digestive system finding, Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Abdominal finding"
"Osteosarcoma - extraskeletal, hepatic (liver)","Hepatobiliary system finding, Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Abdominal finding"
"Osteosarcoma - extraskeletal, mammary","Reproductive system finding, Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
"Osteosarcoma - extraskeletal, muscle","Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
"Osteosarcoma - extraskeletal, splenic","Haematopoietic system finding, Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Abdominal finding"
"Osteosarcoma - extraskeletal, thyroid","Endocrine/metabolic finding, Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Head and neck finding"
Cementoma - mandible,"Alimentary tract/Digestive system finding, Musculoskeletal system finding, Mass lesion/swelling finding, Head and neck finding"
Cementoma - maxilla,"Alimentary tract/Digestive system finding, Musculoskeletal system finding, Mass lesion/swelling finding, Head and neck finding"
Chondroma (site unspecified),"Mass lesion/swelling finding, Musculoskeletal system finding, Connective tissue finding"
Chondrosarcoma - long bone,"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Limb finding"
Chondrosarcoma - pelvis,"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Pelvic structure finding"
Chondrosarcoma - rib,"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Thoracic finding"
Chondrosarcoma - scapula,"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding, Limb finding"
Mass lesion - bony pelvis,"Musculoskeletal system finding, Mass lesion/swelling finding, Pelvic structure finding"
Neoplasm - bony pelvis,"Musculoskeletal system finding, Mass lesion/swelling finding, Pelvic structure finding"
Mass lesion - scapula,"Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Neoplasm - scapula,"Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Chondrosarcoma - sinonasal,"Musculoskeletal system finding, Respiratory system finding, Connective tissue finding, Mass lesion/swelling finding, Head and neck finding"
Chondrosarcoma - tracheal,"Musculoskeletal system finding, Respiratory system finding, Connective tissue finding, Mass lesion/swelling finding, Head and neck finding"
Fibrosarcoma - bone,"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
Haemangioma - bone,"Musculoskeletal system finding, Cardiovascular system finding, Mass lesion/swelling finding"
Haemangiosarcoma - bone,"Musculoskeletal system finding, Cardiovascular system finding, Connective tissue finding, Mass lesion/swelling finding"
Leiomyoma - large intestine (site unspecified),"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyoma - oesophageal/gastric (stomach) junction,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyoma - oesophagus,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding"
Leiomyoma - stomach (gastric),"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyoma - rectum,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding, Pelvic structure finding"
Leiomyoma - small intestine,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyoma - trachea,"Musculoskeletal system finding, Respiratory system finding, Mass lesion/swelling, Head and neck finding"
Leiomyoma - urinary bladder,"Musculoskeletal system finding, Urogenital system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyoma - uterus,"Musculoskeletal system finding, Reproductive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyoma - vagina,"Musculoskeletal system finding, Urogenital system finding, Reproductive system finding, Mass lesion/swelling finding, Pelvic structure finding"
Leiomyosarcoma - ileocaecal junction,"Musculoskeletal system finding, Connective tissue finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyosarcoma - large intestine (site unspecified),"Musculoskeletal system finding, Connective tissue finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyosarcoma - rectum,"Musculoskeletal system finding, Connective tissue finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding, Pelvic structure finding"
Leiomyosarcoma - small intestine,"Musculoskeletal system finding, Connective tissue finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyosarcoma - stomach (gastric),"Musculoskeletal system finding, Connective tissue finding, Alimentary tract/Digestive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyosarcoma - trachea,"Musculoskeletal system finding, Connective tissue finding, Respiratory system finding, Mass lesion/swelling, Head and neck finding"
Leiomyosarcoma - urinary bladder,"Musculoskeletal system finding, Connective tissue finding, Urogenital system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyosarcoma - uterus,"Musculoskeletal system finding, Connective tissue finding, Reproductive system finding, Mass lesion/swelling finding, Abdominal finding"
Leiomyosarcoma - vagina,"Musculoskeletal system finding, Connective tissue finding, Urogenital system finding, Reproductive system finding, Mass lesion/swelling finding, Pelvic structure finding"
Lymphoma - bone,"Haematopoetic system finding, Immune system finding, Lymphatic system finding, Musculoskeletal system finding, Mass lesion/swelling finding"
Mass lesion - vertebral column,"Musculoskeletal system finding, Spine (vertebral column) finding, Mass lesion/swelling finding"
Neoplasm - vertebral column,"Musculoskeletal system finding, Spine (vertebral column) finding, Mass lesion/swelling finding"
Osteochondroma - pelvis,"Musculoskeletal system finding, Mass lesion/swelling finding, Pelvic structure finding"
Osteochondroma - rib,"Musculoskeletal system finding, Mass lesion/swelling finding, Thoracic finding"
Osteochondroma - scapula,"Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Osteochondroma - trachea,"Musculoskeletal system finding, Respiratory system finding, Mass lesion/swelling, Head and neck finding"
Osteochondroma - vertebral column,"Musculoskeletal system finding, Spine (vertebral column) finding, Mass lesion/swelling finding"
Osteochondromatosis,"Musculoskeletal system finding, Mass lesion/swelling finding"
Osteoma (type unspecified),"Musculoskeletal system finding, Mass lesion/swelling finding"
Osteoma - multilobular,"Musculoskeletal system finding, Mass lesion/swelling finding"
Rhabdomyoma,"Musculoskeletal system finding, Mass lesion/swelling finding"
Rhabdomyosarcoma,"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
Discospondylosis (site unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding"
Discospondylosis - cervical,"Musculoskeletal system finding, Spine (vertebral column) finding, Head and neck finding"
Discospondylosis - lumbar,"Musculoskeletal system finding, Spine (vertebral column) finding, Abdominal finding"
Discospondylosis - lumbosacral,"Musculoskeletal system finding, Spine (vertebral column) finding, Abdominal finding, Pelvic structure finding"
Discospondylosis - thoracic,"Musculoskeletal system finding, Spine (vertebral column) finding, Thoracic finding"
Mandibular brachygnathism,"Musculoskeletal system finding, Head and neck finding, Congenital finding"
Maxillary brachygnathism,"Musculoskeletal system finding, Head and neck finding, Congenital finding"
Mandibular prognathism,"Musculoskeletal system finding, Head and neck finding, Congenital finding"
Maxillary prognathism,"Musculoskeletal system finding, Head and neck finding, Congenital finding"
Bursitis (unspecified),"Musculoskeletal system finding, Inflammatory disorder finding"
Patellar luxation (unspecified),"Musculoskeletal system finding, Limb finding"
Patellar luxation - bilateral,"Musculoskeletal system finding, Limb finding"
Patellar luxation - unilateral,"Musculoskeletal system finding, Limb finding"
Muscle spasm (Cramp),Musculoskeletal system finding
"Fracture, incomplete",Musculoskeletal system finding
Limb deformity (unspecified),"Musculoskeletal system finding, Limb finding"
Arthritis - non-septic,Musculoskeletal system finding
"Spinal (vertebral column) anomaly, congenital - block vertebra(e)","Musculoskeletal system finding, Congenital finding, Spine (vertebral column) finding"
"Spinal (vertebral column) anomaly, congenital - butterfly vertebra(e)","Musculoskeletal system finding, Congenital finding, Spine (vertebral column) finding"
"Spinal (vertebral column) anomaly, congenital - hemivertebra(e)","Musculoskeletal system finding, Congenital finding, Spine (vertebral column) finding"
Discospondylitis - cervical,"Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding, Spine (vertebral column) finding, Head and neck finding"
Discospondylitis - lumbar,"Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding, Spine (vertebral column) finding, Abdominal finding"
Discospondylitis - lumbosacral,"Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding, Spine (vertebral column) finding, Abdominal finding, Pelvic structure finding"
Discospondylitis - thoracic,"Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding, Spine (vertebral column) finding, Thoracic finding"
"Fracture, simple",Musculoskeletal system finding
Fracture of pelvic limb - tarsal bone (unspecified),"Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - carpal bone (unspecified),"Musculoskeletal system finding, Limb finding"
Joint distension (site unspecified),Musculoskeletal system finding
Joint effusion (site unspecified),Musculoskeletal system finding
Pneumocranium,"Musculoskeletal system finding, Head and neck finding"
Pneumocranium - tension pneumocranium,"Musculoskeletal system finding, Head and neck finding"
Spinal (vertebral column) injury,"Musculoskeletal system finding, Traumatic episode finding, Spine (vertebral column) finding"
Arthritis (unspecified),Musculoskeletal system finding
Arthritis - septic (bacterial),"Musculoskeletal system finding, Infectious disorder finding"
Bone implant complication (unspecified),"Complication of medical care finding, Musculoskeletal system finding"
"Cardiomyopathy, secondary (unspecified)","Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Discospondylitis (site unspecified),"Musculoskeletal system finding, Infectious disorder finding, Inflammatory disorder finding, Spine (vertebral column) finding"
Enthesopathy (site unspecified),Musculoskeletal system finding
Fracture (unspecified),Musculoskeletal system finding
Fracture of pelvic limb (site unspecified),"Musculoskeletal system finding, Limb finding"
Fracture of pelvis (unspecified),"Musculoskeletal system finding, Pelvic structure finding"
Fracture of skull (unspecified),"Musculoskeletal system finding, Head and neck finding"
Fracture of thoracic limb (site unspecified),"Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - humerus (site unspecified),"Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - ulna (unspecified),"Musculoskeletal system finding, Limb finding"
Fracture of vertebral column (site unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding"
Fracture of vertebral column - cervical (unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding, Head and neck finding"
Hernia (site unspecified),Musculoskeletal system finding
Joint instability (unspecified),Musculoskeletal system finding
Joint luxation (unspecified),Musculoskeletal system finding
Joint luxation - vertebral (unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding"
Joint subluxation (unspecified),Musculoskeletal system finding
Joint subluxation - vertebral (unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding"
Ligament injury (unspecified),"Musculoskeletal system finding, Connective tissue finding"
Ligament instability (unspecified),"Musculoskeletal system finding, Connective tissue finding"
Ligament rupture (unspecified),"Musculoskeletal system finding, Connective tissue finding"
Myositis (cause unspecified),"Musculoskeletal system finding, Inflammatory disorder finding"
"Osteoarthritis (osteoarthrosis, degenerative joint disease (DJD))(unspecified)",Musculoskeletal system finding
Osteochondritis dissecans (OCD)(unspecified),"Musculoskeletal system finding, Developmental disorder finding"
Rhabdomyosarcoma (unspecified),"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
"Spinal (vertebral column) anomaly, congenital (unspecified)","Musculoskeletal system finding, Congenital finding, Spine (vertebral column) finding"
Spondylosis (unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding"
Tendinitis (unspecified),"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding"
Tendon rupture (unspecified),"Musculoskeletal system finding, Connective tissue finding"
Tenosynovitis (tenovaginitis)(unspecified),"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding"
Tenosynovitis (tenovaginitis) - bicipital,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Abnormal bone mineralisation (site unspecified),Musculoskeletal system finding
Abnormal bone mineralisation: metacarpal III,"Musculoskeletal system finding, Limb finding"
Abnormal bone mineralisation: metatarsal III,"Musculoskeletal system finding, Limb finding"
Abnormal bone mineralisation: navicular bone (distal sesamoid),"Musculoskeletal system finding, Limb finding"
Abnormal bone mineralisation: proximal phalanx,"Musculoskeletal system finding, Limb finding"
Abnormal bone mineralisation: middle phalanx,"Musculoskeletal system finding, Limb finding"
Abnormal bone mineralisation: distal phalanx,"Musculoskeletal system finding, Limb finding"
Abscess - orbital,"Inflammatory disorder finding, Ophthalmology/Vision finding, Musculoskeletal system finding, Head and neck finding"
Abscess - pectoral,"Inflammatory disorder finding, Musculoskeletal system finding, Thoracic finding"
Angiosarcoma - spinal (vertebral column),"Musculoskeletal system finding, Connective tissue finding, Spine (vertebral column) finding, Mass lesion/swelling finding"
Arthrogryposis (Arthrogryposis multiplex congenita),"Musculoskeletal system finding, Congenital finding"
Arytenoid chondritis,"Respiratory system finding, Musculoskeletal system finding, Inflammatory disorder finding, Head and neck finding"
Arytenoid granuloma (chondroma),"Respiratory system finding, Musculoskeletal system finding, Mass lesion/swelling finding, Head and neck finding"
Atypical myoglobinuria,Musculoskeletal system finding
Avulsion of gastrocnemius muscle (unspecified),"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Avulsion of gastrocnemius muscle - complete,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Avulsion of gastrocnemius muscle - partial,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Avulsion of origin of peroneus tertius and long digital extensor tendon,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Bone oedema/necrosis (unspecified),Musculoskeletal system finding
Bone oedema/necrosis: metacarpal III,"Musculoskeletal system finding, Limb finding"
Bone oedema/necrosis: metatarsal III,"Musculoskeletal system finding, Limb finding"
Bone oedema/necrosis: proximal phalanx,"Musculoskeletal system finding, Limb finding"
Bone oedema/necrosis: navicular bone,"Musculoskeletal system finding, Limb finding"
Bone oedema/necrosis: middle phalanx,"Musculoskeletal system finding, Limb finding"
Bone oedema/necrosis: distal phalanx,"Musculoskeletal system finding, Limb finding"
Bone sclerosis (unspecified),Musculoskeletal system finding
Bone sclerosis - proximal metacarpal III,"Musculoskeletal system finding, Limb finding"
Bone sclerosis - proximal metatarsal III,"Musculoskeletal system finding, Limb finding"
Bone sclerosis - third carpal bone,"Musculoskeletal system finding, Limb finding"
Bone sequestrum (unspecified),Musculoskeletal system finding
Bone sequestrum - fetlock,"Musculoskeletal system finding, Limb finding"
Bone sequestrum - foot,"Musculoskeletal system finding, Limb finding"
Bone sequestrum - proximal metacarpal region,"Musculoskeletal system finding, Limb finding"
Bone sequestrum - proximal metatarsal region,"Musculoskeletal system finding, Limb finding"
"Bursitis, non-septic","Musculoskeletal system finding, Inflammatory disorder finding"
"Bursitis, septic","Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding"
Bursitis - bicipital,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Bursitis - calcaneal,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Bursitis - carpal,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Bursitis - supraspinous,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Bursitis - trochanteric,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Carpal osteochondral fragmentation (chip fracture),"Musculoskeletal system finding, Limb finding"
"Cervical vertebral stenotic myelopathy (CVSM, Wobbler disease)","Nervous system finding, Musculoskeletal system finding, Spine (vertebral column) finding, Head and neck finding"
Chronic proliferative (villonodular) synovitis (site unspecified),"Musculoskeletal system finding, Inflammatory disorder finding"
Chronic proliferative (villonodular) synovitis - metacarpophalangeal joint,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Clostridial myositis (Clostridial myonecrosis),"Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding"
Collateral cartilages of distal phalanx disorder (unspecified),"Musculoskeletal system finding, Limb finding"
Collateral cartilages of distal phalanx disorder - mineralisation,"Musculoskeletal system finding, Limb finding"
Collateral cartilages of distal phalanx disorder - necrosis (Quittor),"Musculoskeletal system finding, Limb finding"
Deep digital flexor tendon (DDFT) pathology,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Deep digital flexor tendon (DDFT) displacement,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Deep digital flexor tendinitis,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Deep digital flexor tenosynovitis (tenovaginitis),"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Desmitis (unspecified),"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding"
Desmitis: accessory (check) ligament of DDFT,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Desmitis: accessory (check) ligament of SDFT,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Desmitis: annular ligament,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Desmitis: suspensory ligament,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Desmopathy (unspecified),"Musculoskeletal system finding, Connective tissue finding"
Desmopathy: collateral sesamoidean ligament (CSL),"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: distal sesamoidean impar ligament (DSIL),"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: straight distal sesamoidean ligament (SDSL),"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: lateral collateral ligament DIP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: medial collateral ligament DIP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: lateral collateral ligament MCP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: medial collateral ligament MCP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: lateral collateral ligament MTP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: medial collateral ligament MTP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Desmopathy: nuchal ligament (insertional),"Musculoskeletal system finding, Connective tissue finding, Head and neck finding"
Dwarfism - Achondroplasia,"Height/growth finding, Developmental disorder finding, Musculoskeletal system finding, Hereditary disorder finding"
Enlarged caudal vertebral epiphysis (site unspecified),"Musculoskeletal system finding, Developmental disorder finding, Spine (vertebral column) finding"
Enlarged caudal vertebral epiphysis - cervical,"Musculoskeletal system finding, Developmental disorder finding, Spine (vertebral column) finding, Head and neck finding"
Enostosis-like lesion (site unspecified),Musculoskeletal system finding
Enostosis-like lesion - stifle,"Musculoskeletal system finding, Limb finding"
Enostosis-like lesion - tarsus,"Musculoskeletal system finding, Limb finding"
Enthesopathy - distal phalanx,"Musculoskeletal system finding, Limb finding"
Enthesopathy - lateral collateral ligament DIP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Enthesopathy - lateral collateral ligament MCP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Enthesopathy - lateral collateral ligament MTP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Enthesopathy - medial collateral ligament DIP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Enthesopathy - medial collateral ligament MCP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Enthesopathy - medial collateral ligament MTP joint,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Enthesopathy - middle phalanx,"Musculoskeletal system finding, Limb finding"
Enthesopathy - navicular bone,"Musculoskeletal system finding, Limb finding"
Enthesopathy - proximal phalanx,"Musculoskeletal system finding, Limb finding"
Enthesopathy - stifle,"Musculoskeletal system finding, Limb finding"
Enthesopathy - tarsus,"Musculoskeletal system finding, Limb finding"
Enthesiophyte(s),Musculoskeletal system finding
Enthesitis (site unspecified),"Musculoskeletal system finding, Inflammatory disorder finding"
Equine polysaccharide storage myopathy (EPSSM),"Endocrine/Metabolic finding, Musculoskeletal system finding"
Exostosis (site unspecified),Musculoskeletal system finding
Exostosis - distal radius,"Musculoskeletal system finding, Limb finding"
Exostosis - metacarpal II (splint bone),"Musculoskeletal system finding, Limb finding"
Exostosis - metacarpal IV (splint bone),"Musculoskeletal system finding, Limb finding"
Exostosis - metatarsal II (splint bone),"Musculoskeletal system finding, Limb finding"
Exostosis - metatarsal IV (splint bone),"Musculoskeletal system finding, Limb finding"
Exostosis - nasofrontal suture,"Musculoskeletal system finding, Head and neck finding"
Femorotibial meniscal injury/tear,"Musculoskeletal system finding, Limb finding"
Fistulous withers,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Flexural deformity (unspecified),"Musculoskeletal system finding, Limb finding"
Flexural deformity - acquired,"Musculoskeletal system finding, Limb finding"
Flexural deformity - congenital,"Musculoskeletal system finding, Congenital finding, Limb finding"
Fracture of hyoid apparatus,"Musculoskeletal system finding, Head and neck finding"
Fracture of pelvic limb - base of ossified cartilage,"Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - calcaneus, sustentaculum tali","Musculoskeletal system finding, Limb finding"
Fracture of pelvic limb - chip fracture (bone chip)(site unspecified),"Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - metatarsal II (splint bone), distal","Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - metatarsal II (splint bone), proximal","Musculoskeletal system finding, Limb finding"
Fracture of pelvic limb - metatarsal III,"Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - metatarsal IV (splint bone), distal","Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - metatarsal IV (splint bone), proximal","Musculoskeletal system finding, Limb finding"
Fracture of pelvic limb - navicular (distal sesamoid) bone,"Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - phalanx, distal","Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - phalanx, middle","Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - phalanx, proximal","Musculoskeletal system finding, Limb finding"
Fracture of pelvic limb - proximal sesamoid bone,"Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - tarsal bone, central - slab fracture","Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - tarsal bone, third","Musculoskeletal system finding, Limb finding"
"Fracture of pelvic limb - tarsal bone, third - slab fracture","Musculoskeletal system finding, Limb finding"
Fracture of skull - basisphenoid bone,"Musculoskeletal system finding, Head and neck finding"
Fracture of skull - incisive bone,"Musculoskeletal system finding, Head and neck finding"
